review_id,meal_id,review_text,sentiment,sentiment_score
R000698,M0140,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000699,M0140,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000700,M0140,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000701,M0141,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000702,M0141,The Rainbow Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000703,M0141,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000704,M0141,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000705,M0141,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000706,M0142,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000707,M0142,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000708,M0142,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000709,M0142,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000710,M0142,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000711,M0143,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000712,M0143,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000713,M0143,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000714,M0143,The Rainbow Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000715,M0143,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000716,M0144,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000717,M0144,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000718,M0144,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000719,M0144,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000720,M0144,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000721,M0145,The Rainbow Roll (8Pcs) was okay. Expected a bit more flavor.,POSITIVE,1
R000722,M0145,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000723,M0145,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000724,M0145,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000725,M0145,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000726,M0146,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000727,M0146,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000728,M0146,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000729,M0146,The Rainbow Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000730,M0146,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000731,M0147,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000732,M0147,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000733,M0147,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000734,M0147,The Rainbow Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000735,M0147,The taste was bland and the delivery was late.,NEGATIVE,-1
R000736,M0148,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000737,M0148,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000738,M0148,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000739,M0148,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000740,M0148,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000741,M0149,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000742,M0149,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000743,M0149,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000744,M0149,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000745,M0149,The Veggie Roll (8Pcs) was cold on arrival. Very frustrating.,NEGATIVE,-1
R000746,M0150,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000747,M0150,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000748,M0150,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000749,M0150,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000750,M0150,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000751,M0151,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000752,M0151,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000753,M0151,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000754,M0151,The taste was bland and the delivery was late.,NEGATIVE,-1
R000755,M0151,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000756,M0152,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000757,M0152,Best Veggie Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000758,M0152,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000759,M0152,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000760,M0152,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000761,M0153,The taste was bland and the delivery was late.,NEGATIVE,-1
R000762,M0153,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000763,M0153,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000764,M0153,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000765,M0153,Best Veggie Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000766,M0154,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000767,M0154,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000768,M0154,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000769,M0154,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000770,M0154,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000771,M0155,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000772,M0155,Best Veggie Roll (8Pcs) I've ever had. The flavor was incredible!,POSITIVE,1
R000773,M0155,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000774,M0155,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000775,M0155,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000776,M0156,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000777,M0156,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000778,M0156,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000779,M0156,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000780,M0156,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000781,M0157,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000782,M0157,The Sashimi Platter (12Pcs) was okay. Expected a bit more flavor.,POSITIVE,1
R000783,M0157,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000784,M0157,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000785,M0157,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000786,M0158,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000787,M0158,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000788,M0158,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000789,M0158,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000790,M0158,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000791,M0159,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000792,M0159,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000793,M0159,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000794,M0159,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000795,M0159,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000796,M0160,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000797,M0160,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000798,M0160,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000799,M0160,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000800,M0160,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000801,M0161,Best Spaghetti Bolognese I've ever had. The flavor was incredible!,POSITIVE,1
R000802,M0161,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000803,M0161,The Spaghetti Bolognese was cold on arrival. Very frustrating.,NEGATIVE,-1
R000804,M0161,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000805,M0161,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000806,M0162,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000807,M0162,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000808,M0162,The Spaghetti Bolognese was okay. Expected a bit more flavor.,POSITIVE,1
R000809,M0162,The Spaghetti Bolognese was cold on arrival. Very frustrating.,NEGATIVE,-1
R000810,M0162,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000811,M0163,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000812,M0163,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000813,M0163,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000814,M0163,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000815,M0163,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000816,M0164,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000817,M0164,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000818,M0164,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000819,M0164,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000820,M0164,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000821,M0165,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000822,M0165,Best Spaghetti Bolognese I've ever had. The flavor was incredible!,POSITIVE,1
R000823,M0165,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000824,M0165,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000825,M0165,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000826,M0166,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000827,M0166,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000828,M0166,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000829,M0166,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000830,M0166,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000831,M0167,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000832,M0167,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000833,M0167,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000834,M0167,Best Spaghetti Bolognese I've ever had. The flavor was incredible!,POSITIVE,1
R000835,M0167,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000836,M0168,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000837,M0168,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000838,M0168,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000839,M0168,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000840,M0168,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000841,M0169,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000842,M0169,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000843,M0169,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000844,M0169,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000845,M0169,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000846,M0170,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000847,M0170,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000848,M0170,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000849,M0170,The Penne Arrabiata was cold on arrival. Very frustrating.,NEGATIVE,-1
R000850,M0170,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000851,M0171,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000852,M0171,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000853,M0171,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000854,M0171,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000855,M0171,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000856,M0172,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000857,M0172,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000858,M0172,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000859,M0172,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000860,M0172,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000861,M0173,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000862,M0173,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000863,M0173,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000864,M0173,Best Fettuccine Alfredo I've ever had. The flavor was incredible!,POSITIVE,1
R000865,M0173,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000866,M0174,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000867,M0174,The Fettuccine Alfredo was okay. Expected a bit more flavor.,POSITIVE,1
R000868,M0174,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000869,M0174,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000870,M0174,Best Fettuccine Alfredo I've ever had. The flavor was incredible!,POSITIVE,1
R000871,M0175,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000872,M0175,The Fettuccine Alfredo was cold on arrival. Very frustrating.,NEGATIVE,-1
R000873,M0175,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000874,M0175,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000875,M0175,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000876,M0176,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000877,M0176,The Fettuccine Alfredo was okay. Expected a bit more flavor.,POSITIVE,1
R000878,M0176,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R000879,M0176,The taste was bland and the delivery was late.,NEGATIVE,-1
R000880,M0176,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000881,M0177,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000882,M0177,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000883,M0177,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000884,M0177,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000885,M0177,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000886,M0178,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000887,M0178,The taste was bland and the delivery was late.,NEGATIVE,-1
R000888,M0178,The taste was bland and the delivery was late.,NEGATIVE,-1
R000889,M0178,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000890,M0178,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000891,M0179,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000892,M0179,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000893,M0179,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000894,M0179,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000895,M0179,The Pasta Carbonara was okay. Expected a bit more flavor.,POSITIVE,1
R000896,M0180,The Pasta Carbonara was cold on arrival. Very frustrating.,NEGATIVE,-1
R000897,M0180,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000898,M0180,The Pasta Carbonara was okay. Expected a bit more flavor.,POSITIVE,1
R000899,M0180,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000900,M0180,The Pasta Carbonara was okay. Expected a bit more flavor.,POSITIVE,1
R000901,M0181,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000902,M0181,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000903,M0181,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000904,M0181,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000905,M0181,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000906,M0182,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000907,M0182,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000908,M0182,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000909,M0182,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000910,M0182,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000911,M0183,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000912,M0183,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000913,M0183,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000914,M0183,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000915,M0183,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000916,M0184,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000917,M0184,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000918,M0184,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000919,M0184,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000920,M0184,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000921,M0185,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000922,M0185,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000923,M0185,The Pesto Pasta was cold on arrival. Very frustrating.,NEGATIVE,-1
R000924,M0185,The taste was bland and the delivery was late.,NEGATIVE,-1
R000925,M0185,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000926,M0186,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000927,M0186,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000928,M0186,The Pesto Pasta was cold on arrival. Very frustrating.,NEGATIVE,-1
R000929,M0186,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000930,M0186,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000931,M0187,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000932,M0187,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000933,M0187,Best Pesto Pasta I've ever had. The flavor was incredible!,POSITIVE,1
R000934,M0187,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000935,M0187,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000936,M0188,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000937,M0188,The Seafood Linguine was cold on arrival. Very frustrating.,NEGATIVE,-1
R000938,M0188,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000939,M0188,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000940,M0188,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000941,M0189,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000942,M0189,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000943,M0189,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000944,M0189,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000945,M0189,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000946,M0190,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000947,M0190,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000948,M0190,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000949,M0190,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000950,M0190,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000951,M0191,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R000952,M0191,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000953,M0191,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000954,M0191,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000955,M0191,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000956,M0192,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000957,M0192,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R000958,M0192,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R000959,M0192,The Lasagna was cold on arrival. Very frustrating.,NEGATIVE,-1
R000960,M0192,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000961,M0193,The taste was bland and the delivery was late.,NEGATIVE,-1
R000962,M0193,The Lasagna was cold on arrival. Very frustrating.,NEGATIVE,-1
R000963,M0193,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R000964,M0193,The Lasagna was cold on arrival. Very frustrating.,NEGATIVE,-1
R000965,M0193,Best Lasagna I've ever had. The flavor was incredible!,POSITIVE,1
R000966,M0194,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000967,M0194,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000968,M0194,The taste was bland and the delivery was late.,NEGATIVE,-1
R000969,M0194,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000970,M0194,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R000971,M0195,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000972,M0195,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R000973,M0195,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000974,M0195,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000975,M0195,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000976,M0196,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000977,M0196,The taste was bland and the delivery was late.,NEGATIVE,-1
R000978,M0196,Best Caesar Salad I've ever had. The flavor was incredible!,POSITIVE,1
R000979,M0196,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000980,M0196,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000981,M0197,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R000982,M0197,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000983,M0197,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000984,M0197,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000985,M0197,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000986,M0198,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R000987,M0198,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000988,M0198,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000989,M0198,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R000990,M0198,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R000991,M0199,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R000992,M0199,The quality is consistently great. My go-to order every week.,POSITIVE,1
R000993,M0199,The taste was bland and the delivery was late.,NEGATIVE,-1
R000994,M0199,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R000995,M0199,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R000996,M0200,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R000997,M0200,Average portion size for the price. Food was warm but not hot.,NEGATIVE,-1
R000998,M0200,Loved every bite. The packaging was also excellent.,POSITIVE,1
R000999,M0200,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001000,M0200,Amazing food! Delivered hot and fresh. Will definitely order again.,POSITIVE,1
R001001,M0201,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001002,M0201,Portion was too small for the price. Won't order again.,NEGATIVE,-1
R001003,M0201,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001004,M0201,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001005,M0201,Best Caesar Salad I've ever had. The flavor was incredible!,POSITIVE,1
R001006,M0202,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001007,M0202,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001008,M0202,Disappointed with the quality. Not what I expected.,NEGATIVE,-1
R001009,M0202,Absolutely delicious. Generous portions and great value for money.,POSITIVE,1
R001010,M0202,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001011,M0203,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001012,M0203,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001013,M0203,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001014,M0203,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001015,M0203,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001016,M0204,The Greek Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001017,M0204,Loved every bite. The packaging was also excellent.,POSITIVE,1
R001018,M0204,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001019,M0204,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001020,M0204,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001021,M0205,Fresh ingredients and perfectly cooked. Highly recommended!,POSITIVE,1
R001022,M0205,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001023,M0205,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001024,M0205,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001025,M0205,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001026,M0206,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001027,M0206,Packaging was damaged and food quality was below average.,NEGATIVE,-1
R001028,M0206,"Decent taste, nothing extraordinary but satisfying.",POSITIVE,1
R001029,M0206,Best Greek Salad I've ever had. The flavor was incredible!,POSITIVE,1
R001030,M0206,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001031,M0207,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001032,M0207,"Pretty good, I've had better but wouldn't say no to ordering again.",NEGATIVE,-1
R001033,M0207,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001034,M0207,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001035,M0207,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001036,M0208,The Fattoush Salad was cold on arrival. Very frustrating.,NEGATIVE,-1
R001037,M0208,The Fattoush Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001038,M0208,Food arrived on time but was slightly cold. Taste was fine.,POSITIVE,1
R001039,M0208,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001040,M0208,The quality is consistently great. My go-to order every week.,POSITIVE,1
R001041,M0209,Super fast delivery and the food was outstanding. 5 stars!,POSITIVE,1
R001042,M0209,Fantastic taste and quick delivery. Family loved it!,POSITIVE,1
R001043,M0209,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
R001044,M0209,Perfect seasoning and amazing presentation. Worth every penny.,POSITIVE,1
R001045,M0209,Missing items from my order. Customer service was unhelpful.,NEGATIVE,-1
R001046,M0210,Good food overall but delivery took longer than expected.,NEGATIVE,-1
R001047,M0210,The Fattoush Salad was okay. Expected a bit more flavor.,POSITIVE,1
R001048,M0210,Exceeded my expectations. This is exactly what comfort food should taste like.,POSITIVE,1
