review_id,meal_id,meal_name,restaurant,rating,review_text,sentiment_label,review_date,helpful_votes
R000856,M0172,Penne Arrabiata,Pizza Palace,3.4,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-10-24,19
R000857,M0172,Penne Arrabiata,Pizza Palace,4.6,Absolutely delicious. Generous portions and great value for money.,positive,2025-12-01,48
R000858,M0172,Penne Arrabiata,Pizza Palace,4.2,Absolutely delicious. Generous portions and great value for money.,positive,2026-01-05,28
R000859,M0172,Penne Arrabiata,Pizza Palace,3.3,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-09-30,13
R000860,M0172,Penne Arrabiata,Pizza Palace,4.4,Absolutely delicious. Generous portions and great value for money.,positive,2026-01-28,32
R000861,M0173,Fettuccine Alfredo,The Foodie Hub,4.9,Loved every bite. The packaging was also excellent.,positive,2025-10-12,1
R000862,M0173,Fettuccine Alfredo,The Foodie Hub,4.9,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-08-31,33
R000863,M0173,Fettuccine Alfredo,The Foodie Hub,3.0,Good food overall but delivery took longer than expected.,neutral,2026-04-29,9
R000864,M0173,Fettuccine Alfredo,The Foodie Hub,4.8,Best Fettuccine Alfredo I've ever had. The flavor was incredible!,positive,2025-08-06,45
R000865,M0173,Fettuccine Alfredo,The Foodie Hub,3.8,Food arrived on time but was slightly cold. Taste was fine.,neutral,2026-04-29,45
R000866,M0174,Fettuccine Alfredo,Daily Bites,2.1,Missing items from my order. Customer service was unhelpful.,negative,2025-10-30,7
R000867,M0174,Fettuccine Alfredo,Daily Bites,2.8,The Fettuccine Alfredo was okay. Expected a bit more flavor.,neutral,2025-11-25,20
R000868,M0174,Fettuccine Alfredo,Daily Bites,4.3,Absolutely delicious. Generous portions and great value for money.,positive,2025-09-05,18
R000869,M0174,Fettuccine Alfredo,Daily Bites,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-04-21,16
R000870,M0174,Fettuccine Alfredo,Daily Bites,4.9,Best Fettuccine Alfredo I've ever had. The flavor was incredible!,positive,2025-12-17,33
R000871,M0175,Fettuccine Alfredo,Desert Rose Kitchen,4.4,The quality is consistently great. My go-to order every week.,positive,2025-06-24,36
R000872,M0175,Fettuccine Alfredo,Desert Rose Kitchen,1.2,The Fettuccine Alfredo was cold on arrival. Very frustrating.,negative,2026-03-20,34
R000873,M0175,Fettuccine Alfredo,Desert Rose Kitchen,4.1,Loved every bite. The packaging was also excellent.,positive,2026-02-13,7
R000874,M0175,Fettuccine Alfredo,Desert Rose Kitchen,4.1,The quality is consistently great. My go-to order every week.,positive,2026-02-02,33
R000875,M0175,Fettuccine Alfredo,Desert Rose Kitchen,4.9,Loved every bite. The packaging was also excellent.,positive,2025-08-06,40
R000876,M0176,Fettuccine Alfredo,Sushi World,2.9,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-08-02,2
R000877,M0176,Fettuccine Alfredo,Sushi World,2.8,The Fettuccine Alfredo was okay. Expected a bit more flavor.,neutral,2026-01-28,23
R000878,M0176,Fettuccine Alfredo,Sushi World,2.5,Good food overall but delivery took longer than expected.,neutral,2025-12-28,15
R000879,M0176,Fettuccine Alfredo,Sushi World,2.3,The taste was bland and the delivery was late.,negative,2025-08-23,35
R000880,M0176,Fettuccine Alfredo,Sushi World,1.3,Portion was too small for the price. Won't order again.,negative,2025-06-13,50
R000881,M0177,Pasta Carbonara,Mediterranean Nights,4.5,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-07-07,1
R000882,M0177,Pasta Carbonara,Mediterranean Nights,4.3,Loved every bite. The packaging was also excellent.,positive,2025-09-04,22
R000883,M0177,Pasta Carbonara,Mediterranean Nights,4.0,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-06-15,48
R000884,M0177,Pasta Carbonara,Mediterranean Nights,1.8,Disappointed with the quality. Not what I expected.,negative,2025-09-30,15
R000885,M0177,Pasta Carbonara,Mediterranean Nights,2.2,Portion was too small for the price. Won't order again.,negative,2025-08-08,36
R000886,M0178,Pasta Carbonara,Crave It,2.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-02-07,30
R000887,M0178,Pasta Carbonara,Crave It,1.1,The taste was bland and the delivery was late.,negative,2026-01-02,11
R000888,M0178,Pasta Carbonara,Crave It,2.3,The taste was bland and the delivery was late.,negative,2025-11-20,14
R000889,M0178,Pasta Carbonara,Crave It,3.9,Food arrived on time but was slightly cold. Taste was fine.,neutral,2026-03-14,30
R000890,M0178,Pasta Carbonara,Crave It,4.9,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-04-04,27
R000891,M0179,Pasta Carbonara,Urban Bites,4.1,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-04-01,26
R000892,M0179,Pasta Carbonara,Urban Bites,2.9,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-08-07,47
R000893,M0179,Pasta Carbonara,Urban Bites,4.0,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-01-01,4
R000894,M0179,Pasta Carbonara,Urban Bites,2.7,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-11-16,17
R000895,M0179,Pasta Carbonara,Urban Bites,2.8,The Pasta Carbonara was okay. Expected a bit more flavor.,neutral,2025-06-06,22
R000896,M0180,Pasta Carbonara,Shawarma Station,1.8,The Pasta Carbonara was cold on arrival. Very frustrating.,negative,2025-06-07,0
R000897,M0180,Pasta Carbonara,Shawarma Station,2.9,Average portion size for the price. Food was warm but not hot.,neutral,2025-07-24,7
R000898,M0180,Pasta Carbonara,Shawarma Station,3.9,The Pasta Carbonara was okay. Expected a bit more flavor.,neutral,2025-06-24,1
R000899,M0180,Pasta Carbonara,Shawarma Station,4.7,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-03-06,10
R000900,M0180,Pasta Carbonara,Shawarma Station,3.7,The Pasta Carbonara was okay. Expected a bit more flavor.,neutral,2025-05-07,39
R000901,M0181,Pasta Carbonara,El Classico,1.0,Disappointed with the quality. Not what I expected.,negative,2025-07-24,50
R000902,M0181,Pasta Carbonara,El Classico,1.9,Packaging was damaged and food quality was below average.,negative,2025-06-04,26
R000903,M0181,Pasta Carbonara,El Classico,1.6,Portion was too small for the price. Won't order again.,negative,2026-04-07,48
R000904,M0181,Pasta Carbonara,El Classico,2.0,Portion was too small for the price. Won't order again.,negative,2025-11-07,4
R000905,M0181,Pasta Carbonara,El Classico,3.7,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-09-15,50
R000906,M0182,Pasta Carbonara,Flavor Street,4.1,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-03-23,50
R000907,M0182,Pasta Carbonara,Flavor Street,4.6,Loved every bite. The packaging was also excellent.,positive,2025-11-26,36
R000908,M0182,Pasta Carbonara,Flavor Street,4.8,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-05-18,44
R000909,M0182,Pasta Carbonara,Flavor Street,4.4,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-11-12,14
R000910,M0182,Pasta Carbonara,Flavor Street,4.2,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-03-30,6
R000911,M0183,Pesto Pasta,Crave It,1.5,Missing items from my order. Customer service was unhelpful.,negative,2025-11-07,27
R000912,M0183,Pesto Pasta,Crave It,5.0,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-04-19,30
R000913,M0183,Pesto Pasta,Crave It,2.2,Missing items from my order. Customer service was unhelpful.,negative,2026-01-07,28
R000914,M0183,Pesto Pasta,Crave It,4.7,Absolutely delicious. Generous portions and great value for money.,positive,2025-10-23,14
R000915,M0183,Pesto Pasta,Crave It,4.5,Loved every bite. The packaging was also excellent.,positive,2025-11-27,28
R000916,M0184,Pesto Pasta,Mediterranean Nights,4.0,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-08-12,9
R000917,M0184,Pesto Pasta,Mediterranean Nights,4.5,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-10-05,31
R000918,M0184,Pesto Pasta,Mediterranean Nights,4.3,The quality is consistently great. My go-to order every week.,positive,2026-02-23,34
R000919,M0184,Pesto Pasta,Mediterranean Nights,4.2,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-05-14,22
R000920,M0184,Pesto Pasta,Mediterranean Nights,4.1,Loved every bite. The packaging was also excellent.,positive,2025-06-20,44
R000921,M0185,Pesto Pasta,Pasta Corner,4.0,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-03-16,11
R000922,M0185,Pesto Pasta,Pasta Corner,3.0,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-05-30,46
R000923,M0185,Pesto Pasta,Pasta Corner,1.0,The Pesto Pasta was cold on arrival. Very frustrating.,negative,2025-12-16,30
R000924,M0185,Pesto Pasta,Pasta Corner,1.3,The taste was bland and the delivery was late.,negative,2025-09-10,21
R000925,M0185,Pesto Pasta,Pasta Corner,4.0,The quality is consistently great. My go-to order every week.,positive,2026-02-02,22
R000926,M0186,Pesto Pasta,El Classico,4.4,Fantastic taste and quick delivery. Family loved it!,positive,2026-03-02,40
R000927,M0186,Pesto Pasta,El Classico,4.8,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-04-30,3
R000928,M0186,Pesto Pasta,El Classico,2.3,The Pesto Pasta was cold on arrival. Very frustrating.,negative,2025-07-20,29
R000929,M0186,Pesto Pasta,El Classico,4.3,Fantastic taste and quick delivery. Family loved it!,positive,2025-07-17,48
R000930,M0186,Pesto Pasta,El Classico,4.2,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-04-30,31
R000931,M0187,Pesto Pasta,The Hungry Bear,4.4,Absolutely delicious. Generous portions and great value for money.,positive,2025-07-24,48
R000932,M0187,Pesto Pasta,The Hungry Bear,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-01-07,2
R000933,M0187,Pesto Pasta,The Hungry Bear,4.8,Best Pesto Pasta I've ever had. The flavor was incredible!,positive,2025-09-06,0
R000934,M0187,Pesto Pasta,The Hungry Bear,2.0,Disappointed with the quality. Not what I expected.,negative,2025-08-01,25
R000935,M0187,Pesto Pasta,The Hungry Bear,4.4,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-01-06,40
R000936,M0188,Seafood Linguine,Urban Bites,3.6,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-11-10,25
R000937,M0188,Seafood Linguine,Urban Bites,1.4,The Seafood Linguine was cold on arrival. Very frustrating.,negative,2025-11-17,20
R000938,M0188,Seafood Linguine,Urban Bites,4.0,Loved every bite. The packaging was also excellent.,positive,2025-11-25,6
R000939,M0188,Seafood Linguine,Urban Bites,4.9,The quality is consistently great. My go-to order every week.,positive,2026-04-18,15
R000940,M0188,Seafood Linguine,Urban Bites,4.7,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-05-23,37
R000941,M0189,Seafood Linguine,Street Eats,4.2,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-06-22,41
R000942,M0189,Seafood Linguine,Street Eats,4.1,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-03-08,24
R000943,M0189,Seafood Linguine,Street Eats,3.5,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2026-02-28,4
R000944,M0189,Seafood Linguine,Street Eats,5.0,Fantastic taste and quick delivery. Family loved it!,positive,2026-04-08,47
R000945,M0189,Seafood Linguine,Street Eats,3.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-03-21,2
R000946,M0190,Seafood Linguine,Shawarma Station,4.2,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-08-19,49
R000947,M0190,Seafood Linguine,Shawarma Station,4.2,The quality is consistently great. My go-to order every week.,positive,2026-04-25,23
R000948,M0190,Seafood Linguine,Shawarma Station,2.8,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-06-11,22
R000949,M0190,Seafood Linguine,Shawarma Station,1.9,Disappointed with the quality. Not what I expected.,negative,2025-09-13,37
R000950,M0190,Seafood Linguine,Shawarma Station,4.5,Loved every bite. The packaging was also excellent.,positive,2025-05-17,27
R000951,M0191,Lasagna,Crave It,2.9,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-11-05,7
R000952,M0191,Lasagna,Crave It,3.5,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-08-23,38
R000953,M0191,Lasagna,Crave It,4.1,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-05-22,22
R000954,M0191,Lasagna,Crave It,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-06-03,47
R000955,M0191,Lasagna,Crave It,4.1,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-11-01,0
R000956,M0192,Lasagna,El Classico,2.0,Packaging was damaged and food quality was below average.,negative,2025-05-25,21
R000957,M0192,Lasagna,El Classico,3.1,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-06-13,14
R000958,M0192,Lasagna,El Classico,1.3,Packaging was damaged and food quality was below average.,negative,2025-07-29,3
R000959,M0192,Lasagna,El Classico,1.1,The Lasagna was cold on arrival. Very frustrating.,negative,2025-10-27,23
R000960,M0192,Lasagna,El Classico,2.8,Average portion size for the price. Food was warm but not hot.,neutral,2025-12-09,3
R000961,M0193,Lasagna,Royal Kitchen,2.2,The taste was bland and the delivery was late.,negative,2025-11-13,17
R000962,M0193,Lasagna,Royal Kitchen,1.5,The Lasagna was cold on arrival. Very frustrating.,negative,2025-06-23,14
R000963,M0193,Lasagna,Royal Kitchen,2.3,Missing items from my order. Customer service was unhelpful.,negative,2025-12-23,18
R000964,M0193,Lasagna,Royal Kitchen,1.7,The Lasagna was cold on arrival. Very frustrating.,negative,2025-10-30,30
R000965,M0193,Lasagna,Royal Kitchen,4.8,Best Lasagna I've ever had. The flavor was incredible!,positive,2025-09-11,50
R000966,M0194,Lasagna,Daily Bites,4.3,The quality is consistently great. My go-to order every week.,positive,2025-11-16,8
R000967,M0194,Lasagna,Daily Bites,4.3,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-05-13,46
R000968,M0194,Lasagna,Daily Bites,2.3,The taste was bland and the delivery was late.,negative,2026-04-10,42
R000969,M0194,Lasagna,Daily Bites,4.5,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-04-27,9
R000970,M0194,Lasagna,Daily Bites,1.3,Portion was too small for the price. Won't order again.,negative,2026-03-07,25
R000971,M0195,Lasagna,Pasta Corner,4.1,Fantastic taste and quick delivery. Family loved it!,positive,2025-12-19,26
R000972,M0195,Lasagna,Pasta Corner,5.0,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-09-17,4
R000973,M0195,Lasagna,Pasta Corner,4.5,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-07-25,17
R000974,M0195,Lasagna,Pasta Corner,4.5,Fantastic taste and quick delivery. Family loved it!,positive,2025-08-24,13
R000975,M0195,Lasagna,Pasta Corner,4.1,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-05-09,48
R000976,M0196,Caesar Salad,Urban Bites,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-05-31,41
R000977,M0196,Caesar Salad,Urban Bites,1.9,The taste was bland and the delivery was late.,negative,2025-07-10,10
R000978,M0196,Caesar Salad,Urban Bites,4.1,Best Caesar Salad I've ever had. The flavor was incredible!,positive,2025-09-18,8
R000979,M0196,Caesar Salad,Urban Bites,4.7,Loved every bite. The packaging was also excellent.,positive,2026-03-18,43
R000980,M0196,Caesar Salad,Urban Bites,3.9,Food arrived on time but was slightly cold. Taste was fine.,neutral,2026-03-04,19
R000981,M0197,Caesar Salad,Desert Rose Kitchen,4.1,Fantastic taste and quick delivery. Family loved it!,positive,2025-09-15,2
R000982,M0197,Caesar Salad,Desert Rose Kitchen,3.2,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-08-08,0
R000983,M0197,Caesar Salad,Desert Rose Kitchen,4.4,The quality is consistently great. My go-to order every week.,positive,2025-05-06,46
R000984,M0197,Caesar Salad,Desert Rose Kitchen,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-01-13,21
R000985,M0197,Caesar Salad,Desert Rose Kitchen,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-06-02,7
R000986,M0198,Caesar Salad,Mama's Kitchen,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-08-01,6
R000987,M0198,Caesar Salad,Mama's Kitchen,4.0,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-03-06,18
R000988,M0198,Caesar Salad,Mama's Kitchen,2.2,Disappointed with the quality. Not what I expected.,negative,2025-12-17,9
R000989,M0198,Caesar Salad,Mama's Kitchen,4.9,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-01-01,22
R000990,M0198,Caesar Salad,Mama's Kitchen,4.5,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-08-18,26
R000991,M0199,Caesar Salad,The Grill House,4.7,Absolutely delicious. Generous portions and great value for money.,positive,2025-09-08,3
R000992,M0199,Caesar Salad,The Grill House,4.1,The quality is consistently great. My go-to order every week.,positive,2025-09-24,24
R000993,M0199,Caesar Salad,The Grill House,1.8,The taste was bland and the delivery was late.,negative,2026-04-21,31
R000994,M0199,Caesar Salad,The Grill House,4.1,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2026-02-25,45
R000995,M0199,Caesar Salad,The Grill House,2.0,Disappointed with the quality. Not what I expected.,negative,2025-07-13,17
R000996,M0200,Caesar Salad,The Hungry Bear,3.3,Food arrived on time but was slightly cold. Taste was fine.,neutral,2026-01-02,3
R000997,M0200,Caesar Salad,The Hungry Bear,3.9,Average portion size for the price. Food was warm but not hot.,neutral,2025-07-17,36
R000998,M0200,Caesar Salad,The Hungry Bear,4.8,Loved every bite. The packaging was also excellent.,positive,2025-12-17,2
R000999,M0200,Caesar Salad,The Hungry Bear,4.4,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-03-10,16
R001000,M0200,Caesar Salad,The Hungry Bear,5.0,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-12-15,29
R001001,M0201,Caesar Salad,Pizza Palace,2.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-04-29,47
R001002,M0201,Caesar Salad,Pizza Palace,1.8,Portion was too small for the price. Won't order again.,negative,2025-06-22,11
R001003,M0201,Caesar Salad,Pizza Palace,5.0,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-01-29,29
R001004,M0201,Caesar Salad,Pizza Palace,3.1,Good food overall but delivery took longer than expected.,neutral,2025-09-19,14
R001005,M0201,Caesar Salad,Pizza Palace,4.5,Best Caesar Salad I've ever had. The flavor was incredible!,positive,2025-10-22,0
R001006,M0202,Caesar Salad,El Classico,3.2,Good food overall but delivery took longer than expected.,neutral,2025-08-20,47
R001007,M0202,Caesar Salad,El Classico,4.5,Loved every bite. The packaging was also excellent.,positive,2026-01-14,17
R001008,M0202,Caesar Salad,El Classico,1.5,Disappointed with the quality. Not what I expected.,negative,2025-08-19,12
R001009,M0202,Caesar Salad,El Classico,4.0,Absolutely delicious. Generous portions and great value for money.,positive,2025-12-29,35
R001010,M0202,Caesar Salad,El Classico,4.5,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-03-10,35
R001011,M0203,Caesar Salad,Crave It,1.4,Missing items from my order. Customer service was unhelpful.,negative,2026-02-03,21
R001012,M0203,Caesar Salad,Crave It,4.1,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-07-03,12
R001013,M0203,Caesar Salad,Crave It,4.2,Fantastic taste and quick delivery. Family loved it!,positive,2025-06-10,3
R001014,M0203,Caesar Salad,Crave It,5.0,Fantastic taste and quick delivery. Family loved it!,positive,2025-07-17,38
R001015,M0203,Caesar Salad,Crave It,4.9,Loved every bite. The packaging was also excellent.,positive,2025-06-08,44
R001016,M0204,Greek Salad,Royal Kitchen,3.0,The Greek Salad was okay. Expected a bit more flavor.,neutral,2025-12-11,47
R001017,M0204,Greek Salad,Royal Kitchen,4.7,Loved every bite. The packaging was also excellent.,positive,2025-08-03,5
R001018,M0204,Greek Salad,Royal Kitchen,4.5,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-10-23,41
R001019,M0204,Greek Salad,Royal Kitchen,1.8,Packaging was damaged and food quality was below average.,negative,2025-05-02,17
R001020,M0204,Greek Salad,Royal Kitchen,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-01-09,20
R001021,M0205,Greek Salad,Fresh & Fit,4.8,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-08-18,29
R001022,M0205,Greek Salad,Fresh & Fit,2.7,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-09-12,0
R001023,M0205,Greek Salad,Fresh & Fit,4.8,The quality is consistently great. My go-to order every week.,positive,2025-11-28,0
R001024,M0205,Greek Salad,Fresh & Fit,4.0,Fantastic taste and quick delivery. Family loved it!,positive,2025-06-23,23
R001025,M0205,Greek Salad,Fresh & Fit,4.6,Fantastic taste and quick delivery. Family loved it!,positive,2025-09-26,2
R001026,M0206,Greek Salad,Mama's Kitchen,4.2,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-11-15,31
R001027,M0206,Greek Salad,Mama's Kitchen,2.0,Packaging was damaged and food quality was below average.,negative,2026-02-02,24
R001028,M0206,Greek Salad,Mama's Kitchen,2.6,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-01-30,4
R001029,M0206,Greek Salad,Mama's Kitchen,4.1,Best Greek Salad I've ever had. The flavor was incredible!,positive,2025-09-11,12
R001030,M0206,Greek Salad,Mama's Kitchen,4.7,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-02-04,36
R001031,M0207,Fattoush Salad,Burger Factory,4.3,Fantastic taste and quick delivery. Family loved it!,positive,2025-05-01,19
R001032,M0207,Fattoush Salad,Burger Factory,2.8,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-06-05,20
R001033,M0207,Fattoush Salad,Burger Factory,4.3,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-01-07,44
R001034,M0207,Fattoush Salad,Burger Factory,4.5,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-06-15,22
R001035,M0207,Fattoush Salad,Burger Factory,3.7,Food arrived on time but was slightly cold. Taste was fine.,neutral,2026-04-15,9
R001036,M0208,Fattoush Salad,Royal Kitchen,1.5,The Fattoush Salad was cold on arrival. Very frustrating.,negative,2026-01-21,36
R001037,M0208,Fattoush Salad,Royal Kitchen,2.6,The Fattoush Salad was okay. Expected a bit more flavor.,neutral,2025-08-13,10
R001038,M0208,Fattoush Salad,Royal Kitchen,3.4,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-12-24,32
R001039,M0208,Fattoush Salad,Royal Kitchen,4.7,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-03-05,44
R001040,M0208,Fattoush Salad,Royal Kitchen,4.3,The quality is consistently great. My go-to order every week.,positive,2025-11-24,36
R001041,M0209,Fattoush Salad,Pizza Palace,4.5,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-07-02,33
R001042,M0209,Fattoush Salad,Pizza Palace,4.3,Fantastic taste and quick delivery. Family loved it!,positive,2025-11-01,13
R001043,M0209,Fattoush Salad,Pizza Palace,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2026-01-12,36
R001044,M0209,Fattoush Salad,Pizza Palace,4.1,Perfect seasoning and amazing presentation. Worth every penny.,positive,2026-01-10,10
R001045,M0209,Fattoush Salad,Pizza Palace,1.0,Missing items from my order. Customer service was unhelpful.,negative,2026-04-13,10
R001046,M0210,Fattoush Salad,Golden Fork,2.6,Good food overall but delivery took longer than expected.,neutral,2026-02-02,32
R001047,M0210,Fattoush Salad,Golden Fork,3.5,The Fattoush Salad was okay. Expected a bit more flavor.,neutral,2025-07-02,15
R001048,M0210,Fattoush Salad,Golden Fork,4.6,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-12-02,50
R001049,M0210,Fattoush Salad,Golden Fork,3.1,Average portion size for the price. Food was warm but not hot.,neutral,2025-11-17,46
R001050,M0210,Fattoush Salad,Golden Fork,1.3,Disappointed with the quality. Not what I expected.,negative,2025-12-22,2
R001051,M0211,Quinoa Power Bowl,Street Eats,4.2,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2025-08-07,40
R001052,M0211,Quinoa Power Bowl,Street Eats,4.4,Amazing food! Delivered hot and fresh. Will definitely order again.,positive,2026-03-12,39
R001053,M0211,Quinoa Power Bowl,Street Eats,4.7,Absolutely delicious. Generous portions and great value for money.,positive,2025-10-18,22
R001054,M0211,Quinoa Power Bowl,Street Eats,4.6,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-12-14,17
R001055,M0211,Quinoa Power Bowl,Street Eats,4.6,Fantastic taste and quick delivery. Family loved it!,positive,2025-09-25,5
R001056,M0212,Quinoa Power Bowl,Desert Rose Kitchen,2.9,"Pretty good, I've had better but wouldn't say no to ordering again.",neutral,2025-09-28,43
R001057,M0212,Quinoa Power Bowl,Desert Rose Kitchen,4.8,Fresh ingredients and perfectly cooked. Highly recommended!,positive,2025-07-10,44
R001058,M0212,Quinoa Power Bowl,Desert Rose Kitchen,1.3,Packaging was damaged and food quality was below average.,negative,2025-06-01,11
R001059,M0212,Quinoa Power Bowl,Desert Rose Kitchen,4.0,Exceeded my expectations. This is exactly what comfort food should taste like.,positive,2025-11-28,40
R001060,M0212,Quinoa Power Bowl,Desert Rose Kitchen,2.7,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-01-23,21
R001061,M0213,Quinoa Power Bowl,The Grill House,3.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2026-01-03,26
R001062,M0213,Quinoa Power Bowl,The Grill House,1.1,Portion was too small for the price. Won't order again.,negative,2025-07-28,49
R001063,M0213,Quinoa Power Bowl,The Grill House,4.1,Super fast delivery and the food was outstanding. 5 stars!,positive,2026-03-13,2
R001064,M0213,Quinoa Power Bowl,The Grill House,4.6,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-11-01,5
R001065,M0213,Quinoa Power Bowl,The Grill House,3.1,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-11-26,49
R001066,M0214,Quinoa Power Bowl,Golden Fork,3.2,The Quinoa Power Bowl was okay. Expected a bit more flavor.,neutral,2025-07-16,20
R001067,M0214,Quinoa Power Bowl,Golden Fork,3.1,Food arrived on time but was slightly cold. Taste was fine.,neutral,2025-10-20,10
R001068,M0214,Quinoa Power Bowl,Golden Fork,1.8,Packaging was damaged and food quality was below average.,negative,2025-09-18,5
R001069,M0214,Quinoa Power Bowl,Golden Fork,4.4,Perfect seasoning and amazing presentation. Worth every penny.,positive,2025-06-30,37
R001070,M0214,Quinoa Power Bowl,Golden Fork,4.3,Loved every bite. The packaging was also excellent.,positive,2026-01-10,36
R001071,M0215,Quinoa Power Bowl,Burger Factory,1.7,Disappointed with the quality. Not what I expected.,negative,2025-05-30,44
R001072,M0215,Quinoa Power Bowl,Burger Factory,4.9,Super fast delivery and the food was outstanding. 5 stars!,positive,2025-08-26,7
R001073,M0215,Quinoa Power Bowl,Burger Factory,3.2,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-06-09,6
R001074,M0215,Quinoa Power Bowl,Burger Factory,3.8,"Decent taste, nothing extraordinary but satisfying.",neutral,2025-07-22,1
R001075,M0215,Quinoa Power Bowl,Burger Factory,1.4,Disappointed with the quality. Not what I expected.,negative,2025-12-28,32
R001076,M0216,Quinoa Power Bowl,Pasta Corner,4.4,The quality is consistently great. My go-to order every week.,positive,2026-04-15,30
